t,MV,PV,DV
7.700000000000000000e+01,5.000000000000000000e+01,3.314000000000000057e+01,5.000000000000000000e+01
7.800000000000000000e+01,5.000000000000000000e+01,3.314000000000000057e+01,5.000000000000000000e+01
7.900000000000000000e+01,5.000000000000000000e+01,3.314000000000000057e+01,5.000000000000000000e+01
8.000000000000000000e+01,4.999999999999999289e+01,3.327000000000000313e+01,5.000000000000000000e+01
8.100000000000000000e+01,4.999999999999999289e+01,3.342999999999999972e+01,5.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000000e+01,3.346999999999999886e+01,5.000000000000000000e+01
8.300000000000000000e+01,4.999999999999999289e+01,3.353000000000000114e+01,5.000000000000000000e+01
8.400000000000000000e+01,5.000000000000000000e+01,3.365999999999999659e+01,5.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000000e+01,3.378999999999999915e+01,5.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000000e+01,3.378999999999999915e+01,5.000000000000000000e+01
8.700000000000000000e+01,5.000000000000000000e+01,3.385000000000000142e+01,5.000000000000000000e+01
8.800000000000000000e+01,4.999999999999999289e+01,3.404999999999999716e+01,5.000000000000000000e+01
8.900000000000000000e+01,5.000000000000000711e+01,3.410999999999999943e+01,5.000000000000000000e+01
9.000000000000000000e+01,4.999999999999999289e+01,3.410999999999999943e+01,5.000000000000000000e+01
9.100000000000000000e+01,5.000000000000000711e+01,3.427000000000000313e+01,5.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000000e+01,3.439999999999999858e+01,5.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000711e+01,3.442999999999999972e+01,5.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000000e+01,3.442999999999999972e+01,5.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,3.450000000000000000e+01,5.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000000e+01,3.459000000000000341e+01,5.000000000000000000e+01
9.700000000000000000e+01,4.999999999999999289e+01,3.475999999999999801e+01,5.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,3.475999999999999801e+01,5.000000000000000000e+01
9.900000000000000000e+01,4.999999999999999289e+01,3.482000000000000028e+01,5.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,3.492000000000000171e+01,5.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,3.504999999999999716e+01,5.000000000000000000e+01
1.020000000000000000e+02,4.999999999999999289e+01,3.507999999999999829e+01,5.000000000000000000e+01
1.030000000000000000e+02,4.999999999999999289e+01,3.507999999999999829e+01,5.000000000000000000e+01
1.040000000000000000e+02,5.000000000000000000e+01,3.529999999999999716e+01,5.000000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01,3.539999999999999858e+01,5.000000000000000000e+01
1.060000000000000000e+02,5.000000000000000711e+01,3.539999999999999858e+01,5.000000000000000000e+01
1.070000000000000000e+02,4.999999999999999289e+01,3.550000000000000000e+01,5.000000000000000000e+01
1.080000000000000000e+02,5.000000000000000000e+01,3.565999999999999659e+01,5.000000000000000000e+01
